UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
1.71E+09,4/2/2024 5:30,5:30:07,1.71,26.47,2.34,5.98,94.81,96.01,6:07:00,18:38:00
1.71E+09,4/2/2024 5:25,5:25:04,1.71,23.9,2.81,9.83,94.83,96.05,6:07:00,18:38:00
1.71E+09,4/2/2024 5:20,5:20:05,1.73,21.68,3.14,9.34,94.87,96.1,6:07:00,18:38:00
1.71E+09,4/2/2024 5:15,5:15:06,1.76,20.3,3.41,8.73,94.91,96.14,6:07:00,18:38:00
1.71E+09,4/2/2024 5:10,5:10:09,1.71,19.35,3.56,8.48,94.96,96.2,6:07:00,18:38:00
1.71E+09,4/2/2024 5:05,5:05:05,1.85,19.12,3.37,8.73,94.98,96.22,6:07:00,18:38:00
1.71E+09,4/2/2024 5:00,5:00:11,1.61,18.93,2.85,8.67,94.94,96.18,6:07:00,18:38:00
1.71E+09,4/2/2024 4:55,4:55:05,2.73,18.55,2.46,8.54,94.94,96.18,6:07:00,18:38:00
1.71E+09,4/2/2024 4:50,4:50:07,3.22,17.89,2.22,8.48,94.93,96.18,6:07:00,18:38:00
1.71E+09,4/2/2024 4:45,4:45:08,2.67,17.05,2.09,8.36,94.88,96.12,6:07:00,18:38:00
1.71E+09,4/2/2024 4:40,4:40:07,2.38,16.23,2.13,8.24,94.89,96.14,6:07:00,18:38:00
1.71E+09,4/2/2024 4:35,4:35:04,2.85,15.58,2.28,8.12,94.9,96.16,6:07:00,18:38:00
1.71E+09,4/2/2024 4:30,4:30:03,3.2,15.05,2.58,7.93,94.92,96.17,6:07:00,18:38:00
1.71E+09,4/3/2024 4:25,4:25:03,2.63,14.78,3.01,7.81,94.95,96.21,6:07:00,18:38:00
1.71E+09,4/3/2024 4:20,4:20:04,2.2,15.32,3.2,8.06,95.02,96.28,6:07:00,18:38:00
1.71E+09,4/3/2024 4:15,4:15:04,2.34,17.98,2.77,7.45,95.09,96.33,6:07:00,18:38:00
1.71E+09,4/3/2024 4:10,4:10:03,3.35,20.83,2.94,6.9,95.14,96.37,6:07:00,18:38:00
1.71E+09,4/3/2024 4:05,4:05:07,2.03,24.25,3.78,6.41,95.18,96.39,6:07:00,18:38:00
1.71E+09,4/3/2024 4:00,4:00:04,1.69,26.35,4.03,6.35,95.18,96.39,6:07:00,18:38:00
1.71E+09,4/3/2024 3:55,3:55:12,2.02,27.48,4.03,6.47,95.12,96.33,6:07:00,18:38:00
1.71E+09,4/3/2024 3:50,3:50:04,2.12,28.64,3.88,6.59,95.06,96.26,6:07:00,18:38:00
1.71E+09,4/3/2024 3:45,3:45:07,2.17,29.3,3.46,6.59,94.97,96.17,6:07:00,18:38:00
1.71E+09,4/3/2024 3:40,3:40:08,2.83,29.74,2.82,6.47,94.92,96.11,6:07:00,18:38:00
1.71E+09,4/3/2024 3:35,3:35:07,2.59,29.56,2.14,6.1,94.91,96.1,6:07:00,18:38:00
1.71E+09,4/3/2024 3:30,3:30:05,2.93,28.64,1.49,5.98,94.92,96.12,6:07:00,18:38:00
1.71E+09,4/3/2024 3:25,3:25:12,2.63,26.27,1.4,9.09,94.97,96.18,6:07:00,18:38:00
1.71E+09,4/3/2024 3:20,3:20:08,2.27,23.43,2.28,9.09,95.01,96.23,6:07:00,18:38:00
1.71E+09,4/3/2024 3:15,3:15:06,2.26,21.79,3.05,8.73,95.1,96.33,6:07:00,18:38:00
1.71E+09,4/3/2024 3:10,3:10:06,2.03,20.26,3.41,8.73,95.15,96.39,6:07:00,18:38:00
1.71E+09,4/3/2024 3:05,3:05:05,1.94,19.05,3.49,8.73,95.21,96.45,6:07:00,18:38:00
1.71E+09,4/3/2024 2:55,2:55:04,2.12,18,3.52,8.67,95.2,96.45,6:07:00,18:38:00
1.71E+09,4/3/2024 2:50,2:50:07,2.25,16.8,3.78,8.61,95.21,96.46,6:07:00,18:38:00
1.71E+09,4/3/2024 2:45,2:45:04,2.3,15.65,4.28,8.54,95.19,96.45,6:07:00,18:38:00
1.71E+09,4/3/2024 2:40,2:40:09,2.74,14.79,4.77,8.36,95.16,96.42,6:07:00,18:38:00
1.71E+09,4/3/2024 2:35,2:35:10,2.52,14.09,5.06,8.12,95.16,96.42,6:07:00,18:38:00
1.71E+09,4/3/2024 2:30,2:30:06,2.87,13.55,4.99,7.87,95.18,96.45,6:07:00,18:38:00
1.71E+09,4/3/2024 2:25,2:25:06,3.24,13.05,4.66,7.51,95.23,96.49,6:07:00,18:38:00
1.71E+09,4/4/2024 2:20,2:20:08,2.58,12.58,4.44,7.08,95.26,96.53,6:07:00,18:38:00
1.71E+09,4/4/2024 2:15,2:15:03,2.57,13.74,4.39,7.08,95.28,96.55,6:07:00,18:38:00
1.71E+09,4/4/2024 2:10,2:10:09,3.26,17.52,3.61,6.04,95.33,96.58,6:07:00,18:38:00
1.71E+09,4/4/2024 2:05,2:05:05,2.84,20.84,2.57,5.86,95.39,96.62,6:07:00,18:38:00
1.71E+09,4/4/2024 2:00,2:00:05,3.51,25.17,1.74,5.86,95.41,96.63,6:07:00,18:38:00
1.71E+09,4/4/2024 1:55,1:55:04,3.37,26.9,1.16,5.74,95.42,96.63,6:07:00,18:38:00
1.71E+09,4/4/2024 1:50,1:50:43,3.13,27.9,0.61,5.74,95.38,96.59,6:07:00,18:38:00
1.71E+09,4/4/2024 1:45,1:45:08,3.9,28.7,0.41,5.74,95.35,96.56,6:07:00,18:38:00
1.71E+09,4/4/2024 1:40,1:40:07,3.25,28.96,0.62,5.8,95.3,96.5,6:07:00,18:38:00
1.71E+09,4/4/2024 1:35,1:35:04,3.76,28.65,0.81,5.92,95.21,96.41,6:07:00,18:38:00
1.71E+09,4/4/2024 1:30,1:30:08,3.63,27.97,0.95,5.86,95.17,96.37,6:07:00,18:38:00
1.71E+09,4/4/2024 1:25,1:25:06,3.55,26.98,1.01,6.41,95.19,96.39,6:07:00,18:38:00
1.71E+09,4/4/2024 1:20,1:20:03,2.06,25.54,1.02,9.52,95.19,96.41,6:07:00,18:38:00
1.71E+09,4/4/2024 1:15,1:15:14,2.4,24.11,1.37,8.73,95.21,96.43,6:07:00,18:38:00
1.71E+09,4/4/2024 1:10,1:10:06,2.1,22.76,1.89,8.36,95.26,96.48,6:07:00,18:38:00
1.71E+09,4/4/2024 1:05,1:05:05,2.07,21.32,2.44,8.36,95.28,96.52,6:07:00,18:38:00
1.71E+09,4/4/2024 1:00,1:00:07,2.1,20.16,2.69,8.3,95.29,96.53,6:07:00,18:38:00
1.71E+09,4/4/2024 0:55,0:55:04,2.06,19.48,2.59,8.24,95.26,96.5,6:07:00,18:38:00
1.71E+09,4/4/2024 0:50,0:50:06,2.07,19.02,2.3,8.06,95.22,96.46,6:07:00,18:38:00
1.71E+09,4/4/2024 0:45,0:45:04,2.15,18.3,2.11,7.93,95.18,96.42,6:07:00,18:38:00
1.71E+09,4/4/2024 0:30,0:30:09,2.25,17.28,2.41,7.81,95.13,96.38,6:07:00,18:38:00
1.71E+09,4/4/2024 0:25,0:25:05,2.21,15.79,3.54,7.81,95.15,96.41,6:07:00,18:38:00
1.71E+09,4/4/2024 0:20,0:20:06,2.16,14.62,4.7,7.69,95.16,96.42,6:07:00,18:38:00
1.71E+09,4/4/2024 0:05,0:05:10,2.83,13.83,5.18,7.51,95.18,96.45,6:07:00,18:38:00
1.71E+09,4/5/2024 0:00,0:00:08,2.58,13.15,5.06,7.45,95.17,96.43,6:07:00,18:38:00
1.71E+09,4/5/2024 23:55,23:55:17,1.26,14.24,4.58,7.63,95.19,96.46,6:23:00,17:49:00
1.71E+09,4/5/2024 23:50,23:50:20,1.26,17.86,3.4,7.14,95.24,96.49,6:23:00,17:49:00
1.71E+09,4/5/2024 23:45,23:45:21,1.26,21.7,1.91,7.08,95.3,96.53,6:23:00,17:49:00
1.71E+09,4/5/2024 23:40,23:40:20,1.29,25.94,0.42,6.59,95.33,96.54,6:23:00,17:49:00
1.71E+09,4/5/2024 23:35,23:35:18,1.26,28.1,1.54,6.16,95.32,96.52,6:23:00,17:49:00
1.71E+09,4/5/2024 23:30,23:30:18,1.21,29.32,1.79,5.98,95.28,96.48,6:23:00,17:49:00
1.71E+09,4/5/2024 23:25,23:25:21,1.25,30.01,1.59,5.86,95.19,96.39,6:23:00,17:49:00
1.71E+09,4/5/2024 23:20,23:20:18,1.27,30.28,1.24,5.74,95.13,96.33,6:23:00,17:49:00
1.71E+09,4/5/2024 23:15,23:15:18,1.27,30.32,0.94,5.55,95.08,96.27,6:23:00,17:49:00
1.71E+09,4/5/2024 23:10,23:10:18,1.25,29.99,1.33,5.43,95.04,96.23,6:23:00,17:49:00
1.71E+09,4/5/2024 23:05,23:05:17,1.27,29.05,2.2,5.43,95.05,96.25,6:23:00,17:49:00
1.71E+09,4/5/2024 23:00,23:00:18,1.29,26.62,3.24,7.51,95.07,96.27,6:23:00,17:49:00
1.71E+09,4/5/2024 22:55,22:55:18,1.27,21.83,4.23,9.16,95.09,96.32,6:23:00,17:49:00
1.71E+09,4/5/2024 22:50,22:50:20,1.19,20.03,4.73,8.48,95.14,96.38,6:23:00,17:49:00
1.71E+09,4/5/2024 22:45,22:45:20,1.23,19,4.63,8.24,95.17,96.41,6:23:00,17:49:00
1.71E+09,4/5/2024 22:40,22:40:18,1.22,18.19,4.16,8.12,95.19,96.44,6:23:00,17:49:00
1.71E+09,4/5/2024 22:35,22:35:18,1.23,17.62,3.64,7.87,95.19,96.44,6:23:00,17:49:00
1.71E+09,4/5/2024 22:30,22:30:22,1.19,17.08,3.33,7.57,95.18,96.43,6:23:00,17:49:00
1.71E+09,4/5/2024 22:25,22:25:17,1.22,16.22,3.3,7.39,95.17,96.42,6:23:00,17:49:00
1.71E+09,4/5/2024 22:20,22:20:18,1.23,15.19,3.5,7.14,95.15,96.4,6:23:00,17:49:00
1.71E+09,4/5/2024 22:15,22:15:21,1.2,14.21,3.94,6.84,95.13,96.39,6:23:00,17:49:00
1.71E+09,4/5/2024 22:10,22:10:23,1.2,13.42,4.52,6.53,95.15,96.41,6:23:00,17:49:00
1.71E+09,4/5/2024 22:05,22:05:20,1.27,12.8,4.9,6.1,95.16,96.42,6:23:00,17:49:00
1.71E+09,4/6/2024 22:00,22:00:18,1.26,12.27,4.96,5.74,95.18,96.45,6:23:00,17:49:00
1.71E+09,4/6/2024 21:55,21:55:18,1.27,13.76,4.86,5.86,95.23,96.5,6:23:00,17:49:00
1.71E+09,4/6/2024 21:50,21:50:20,1.29,18.19,3.98,4.76,95.28,96.53,6:23:00,17:49:00
1.71E+09,4/6/2024 21:45,21:45:17,1.29,22.06,3.18,4.7,95.29,96.52,6:23:00,17:49:00
1.71E+09,4/6/2024 21:40,21:40:18,1.28,26.05,2.81,4.7,95.29,96.51,6:23:00,17:49:00
1.71E+09,4/6/2024 21:35,21:35:18,1.29,29.07,2.35,4.58,95.27,96.47,6:23:00,17:49:00
1.71E+09,4/6/2024 21:30,21:30:20,1.29,30.56,1.88,4.52,95.18,96.37,6:23:00,17:49:00
1.71E+09,4/6/2024 21:25,21:25:18,1.28,31.44,1.55,4.46,95.1,96.29,6:23:00,17:49:00
1.71E+09,4/6/2024 21:20,21:20:20,1.24,31.87,1.36,4.39,95.02,96.21,6:23:00,17:49:00
1.71E+09,4/6/2024 21:15,21:15:17,1.25,31.9,1.33,4.39,94.97,96.15,6:23:00,17:49:00
1.71E+09,4/6/2024 21:10,21:10:18,1.27,31.68,1.4,4.33,94.9,96.08,6:23:00,17:49:00
1.71E+09,4/6/2024 21:05,21:05:18,1.23,30.89,1.56,4.52,94.87,96.06,6:23:00,17:49:00
1.71E+09,4/6/2024 21:00,21:00:17,1.27,28.38,2.07,7.51,94.89,96.08,6:23:00,17:49:00
1.71E+09,4/6/2024 20:55,20:55:18,1.28,24.5,2.72,8.54,94.9,96.11,6:23:00,17:49:00
1.71E+09,4/6/2024 20:50,20:50:18,1.25,23.4,2.53,7.45,94.96,96.18,6:23:00,17:49:00
1.71E+09,4/6/2024 20:45,20:45:18,1.24,23.03,1.68,7.14,95.01,96.23,6:23:00,17:49:00
1.71E+09,4/6/2024 20:40,20:40:20,1.25,22.2,0.84,7.14,95.06,96.29,6:23:00,17:49:00
1.71E+09,4/6/2024 20:35,20:35:20,1.27,21.04,0.88,7.2,95.08,96.31,6:23:00,17:49:00
1.71E+09,4/6/2024 20:30,20:30:18,1.31,19.67,1.72,7.2,95.07,96.31,6:23:00,17:49:00
1.71E+09,4/6/2024 20:25,20:25:18,1.25,17.9,2.36,7.32,95.07,96.31,6:23:00,17:49:00
1.71E+09,4/6/2024 20:20,20:20:19,1.32,16.82,2.62,7.26,95.04,96.28,6:23:00,17:49:00
1.71E+09,4/6/2024 20:15,20:15:19,1.28,16.07,2.82,7.14,95.03,96.28,6:23:00,17:49:00
1.71E+09,4/6/2024 20:10,20:10:18,1.25,15.47,3.1,6.96,95.05,96.3,6:23:00,17:49:00
1.71E+09,4/6/2024 20:05,20:05:17,1.27,14.84,3.49,6.77,95.04,96.3,6:23:00,17:49:00
1.71E+09,4/7/2024 20:00,20:00:20,1.29,14.06,4.02,6.53,95.1,96.36,6:23:00,17:49:00
1.71E+09,4/7/2024 19:55,19:55:18,1.23,15.01,4.61,6.9,95.14,96.4,6:23:00,17:49:00
1.71E+09,4/7/2024 19:50,19:50:18,1.32,19.35,4.39,5.8,95.18,96.42,6:23:00,17:49:00
1.71E+09,4/7/2024 19:45,19:45:18,1.29,23.07,4.07,5.07,95.24,96.46,6:23:00,17:49:00
1.71E+09,4/7/2024 19:40,19:40:17,1.23,26.63,2.87,4.88,95.28,96.49,6:23:00,17:49:00
1.71E+09,4/7/2024 19:35,19:35:20,1.22,29.71,1.47,4.64,95.24,96.44,6:23:00,17:49:00
1.71E+09,4/7/2024 19:30,19:30:18,1.24,31.37,0.98,4.52,95.2,96.39,6:23:00,17:49:00
1.71E+09,4/7/2024 19:25,19:25:18,1.21,32.19,0.95,4.46,95.14,96.33,6:23:00,17:49:00
1.71E+09,4/7/2024 19:20,19:20:17,1.22,32.61,1.12,4.33,95.08,96.26,6:23:00,17:49:00
1.71E+09,4/7/2024 19:15,19:15:17,1.21,32.69,1.23,4.21,95.01,96.19,6:23:00,17:49:00
1.71E+09,4/7/2024 19:10,19:10:18,1.21,32.39,1.32,4.09,94.95,96.13,6:23:00,17:49:00
1.71E+09,4/7/2024 19:05,19:05:19,1.21,31.58,1.47,4.15,94.95,96.14,6:23:00,17:49:00
1.71E+09,4/7/2024 19:00,19:00:20,1.22,29.62,1.52,6.84,94.95,96.15,6:23:00,17:49:00
1.71E+09,4/7/2024 18:55,18:55:18,1.24,27.32,1.23,6.96,95,96.2,6:23:00,17:49:00
1.71E+09,4/7/2024 18:50,18:50:17,1.21,26.62,1.1,5.68,95.05,96.26,6:23:00,17:49:00
1.71E+09,4/7/2024 18:45,18:45:18,1.21,25.59,1.35,5.62,95.08,96.3,6:23:00,17:49:00
1.71E+09,4/7/2024 18:40,18:40:17,1.29,23.55,1.79,5.98,95.09,96.31,6:23:00,17:49:00
1.71E+09,4/7/2024 18:35,18:35:17,1.25,21.72,2.23,6.04,95.08,96.31,6:23:00,17:49:00
1.71E+09,4/7/2024 18:30,18:30:18,1.27,19.95,2.76,6.04,95.08,96.32,6:23:00,17:49:00
1.71E+09,4/7/2024 18:25,18:25:18,1.3,17.92,3.41,6.16,95.06,96.3,6:23:00,17:49:00
1.71E+09,4/7/2024 18:20,18:20:17,1.27,16.11,4.04,6.23,95.07,96.32,6:23:00,17:49:00
1.71E+09,4/7/2024 18:15,18:15:17,1.31,14.93,4.3,6.1,95.06,96.31,6:23:00,17:49:00
1.71E+09,4/7/2024 18:10,18:10:18,1.26,14.1,4.35,5.98,95.06,96.32,6:23:00,17:49:00
1.71E+09,4/7/2024 18:05,18:05:19,1.29,13.33,4.46,5.8,95.11,96.37,6:23:00,17:49:00
1.71E+09,4/8/2024 18:00,18:00:17,1.28,12.64,4.6,5.55,95.16,96.43,6:23:00,17:49:00
1.71E+09,4/8/2024 17:55,17:55:20,3.76,14.15,4.65,5.86,95.24,96.51,6:23:00,17:49:00
1.71E+09,4/8/2024 17:50,17:50:18,2.06,18.8,3.82,4.52,95.29,96.53,6:23:00,17:49:00
1.71E+09,4/8/2024 17:45,17:45:20,3.06,22.86,2.78,4.21,95.33,96.55,6:23:00,17:49:00
1.71E+09,4/8/2024 17:40,17:40:17,5.35,26.88,1.83,4.21,95.35,96.56,6:23:00,17:49:00
1.71E+09,4/8/2024 17:35,17:35:17,6.09,29.75,1.12,4.33,95.33,96.53,6:23:00,17:49:00
1.71E+09,4/8/2024 17:30,17:30:18,10.1,31.62,0.57,4.39,95.26,96.45,6:23:00,17:49:00
1.71E+09,4/8/2024 17:25,17:25:18,19.05,32.74,0.3,4.46,95.22,96.41,6:23:00,17:49:00
1.71E+09,4/8/2024 17:20,17:20:20,24.66,33.3,0.48,4.39,95.12,96.3,6:23:00,17:49:00
1.71E+09,4/8/2024 17:15,17:15:17,26.07,33.4,0.63,4.33,95.08,96.26,6:23:00,17:49:00
1.71E+09,4/8/2024 17:10,17:10:18,46.06,33.08,0.7,4.33,95.05,96.23,6:23:00,17:49:00
1.71E+09,4/8/2024 17:05,17:05:17,68.77,32.21,0.85,4.39,95.04,96.23,6:23:00,17:49:00
1.71E+09,4/8/2024 17:00,17:00:18,68.29,30.07,1.37,7.32,95.07,96.26,6:23:00,17:49:00
1.71E+09,4/8/2024 16:55,16:55:20,71.95,26.69,2.01,8.06,95.1,96.31,6:23:00,17:49:00
1.71E+09,4/8/2024 16:50,16:50:17,79.56,25.23,2.13,7.14,95.15,96.36,6:23:00,17:49:00
1.71E+09,4/8/2024 16:45,16:45:18,99.98,24.45,1.78,6.84,95.2,96.41,6:23:00,17:49:00
1.71E+09,4/8/2024 16:40,16:40:20,115.07,23.9,1,6.47,95.23,96.45,6:23:00,17:49:00
1.71E+09,4/8/2024 16:35,16:35:17,129.82,23.71,0.3,5.86,95.23,96.45,6:23:00,17:49:00
1.71E+09,4/8/2024 16:30,16:30:17,138.66,22.21,1.39,5.98,95.2,96.43,6:23:00,17:49:00
1.71E+09,4/8/2024 16:25,16:25:18,159.63,19.92,2.26,6.59,95.18,96.41,6:23:00,17:49:00
1.71E+09,4/8/2024 16:20,16:20:18,184.7,18.26,3.07,6.71,95.16,96.4,6:23:00,17:49:00
1.71E+09,4/8/2024 16:15,16:15:18,209.78,16.5,3.98,6.77,95.12,96.37,6:23:00,17:49:00
1.71E+09,4/8/2024 16:10,16:10:17,250.68,15.4,4.59,6.59,95.1,96.35,6:23:00,17:49:00
1.71E+09,4/8/2024 16:05,16:05:17,241.93,15.06,4.61,6.41,95.12,96.37,6:23:00,17:49:00
1.71E+09,4/9/2024 16:00,16:00:17,177.01,15.24,4.11,6.29,95.12,96.37,6:23:00,17:49:00
1.71E+09,4/9/2024 15:55,15:55:17,162.53,16.79,3.39,7.08,95.16,96.41,6:23:00,17:49:00
1.71E+09,4/9/2024 15:50,15:50:17,239.11,20.45,2.66,5.92,95.22,96.46,6:23:00,17:49:00
1.71E+09,4/9/2024 15:45,15:45:19,295.27,23.98,1.63,5,95.25,96.47,6:23:00,17:49:00
1.71E+09,4/9/2024 15:40,15:40:19,384.83,27.74,1.12,5.13,95.28,96.49,6:23:00,17:49:00
1.71E+09,4/9/2024 15:35,15:35:18,415.32,30.59,1.9,5.37,95.29,96.48,6:23:00,17:49:00
1.71E+09,4/9/2024 15:30,15:30:20,484.94,32.42,2.61,5.55,95.23,96.42,6:23:00,17:49:00
1.71E+09,4/9/2024 15:25,15:25:22,539.77,33.53,3.01,5.62,95.18,96.36,6:23:00,17:49:00
1.71E+09,4/9/2024 15:20,15:20:17,570.01,34.15,3.23,5.62,95.14,96.32,6:23:00,17:49:00
1.71E+09,4/9/2024 15:15,15:15:17,619.04,34.26,3.19,5.55,95.06,96.23,6:23:00,17:49:00
1.71E+09,4/9/2024 15:10,15:10:19,672.24,33.86,3.28,5.55,95.02,96.19,6:23:00,17:49:00
1.71E+09,4/9/2024 15:05,15:05:20,701.77,32.82,3.64,5.86,95.02,96.2,6:23:00,17:49:00
1.71E+09,4/9/2024 15:00,15:00:17,730.13,29.48,4.14,9.58,95.04,96.24,6:23:00,17:49:00
1.71E+09,4/9/2024 14:55,14:55:20,606.76,25.03,4.69,9.89,95.08,96.3,6:23:00,17:49:00
1.71E+09,4/9/2024 14:50,14:50:18,560,23.31,5.04,9.22,95.14,96.36,6:23:00,17:49:00
1.71E+09,4/9/2024 14:45,14:45:18,548.94,22.26,5.3,8.85,95.17,96.4,6:23:00,17:49:00
1.71E+09,4/9/2024 14:40,14:40:17,365.99,21.58,4.65,8.61,95.21,96.44,6:23:00,17:49:00
1.71E+09,4/9/2024 14:35,14:35:17,406.68,21.15,3.38,8.73,95.22,96.45,6:23:00,17:49:00
1.71E+09,4/9/2024 14:30,14:30:21,374.2,20.55,3.44,8.79,95.22,96.45,6:23:00,17:49:00
1.71E+09,4/9/2024 14:25,14:25:18,393.4,19.54,6.19,8.79,95.22,96.46,6:23:00,17:49:00
1.71E+09,4/9/2024 14:20,14:20:17,439.26,19.93,8.77,8.79,95.24,96.48,6:23:00,17:49:00
1.71E+09,4/9/2024 14:15,14:15:17,433.19,19.4,9.16,9.22,95.26,96.5,6:23:00,17:49:00
1.71E+09,4/9/2024 14:10,14:10:18,469.7,18.67,7.96,9.16,95.22,96.46,6:23:00,17:49:00
1.71E+09,4/9/2024 14:05,14:05:18,376.26,17.9,6.32,9.09,95.2,96.45,6:23:00,17:49:00
1.71E+09,4/10/2024 14:00,14:00:17,302.82,17.26,4.58,9.34,95.21,96.46,6:23:00,17:49:00
1.71E+09,4/10/2024 13:55,13:55:18,504.88,18.22,3.55,10.01,95.26,96.51,6:23:00,17:49:00
1.71E+09,4/10/2024 13:50,13:50:18,695.06,20.75,3.12,9.22,95.3,96.53,6:23:00,17:49:00
1.71E+09,4/10/2024 13:45,13:45:18,612.49,24.01,2.54,8.54,95.34,96.57,6:23:00,17:49:00
1.71E+09,4/10/2024 13:40,13:40:18,687.7,27.69,1.51,7.69,95.36,96.57,6:23:00,17:49:00
1.71E+09,4/10/2024 13:35,13:35:17,786.47,30.22,0.91,7.39,95.32,96.52,6:23:00,17:49:00
1.71E+09,4/10/2024 13:30,13:30:18,544.37,31.91,1.63,7.32,95.28,96.47,6:23:00,17:49:00
1.71E+09,4/10/2024 13:25,13:25:19,746.62,32.98,2.6,7.32,95.18,96.36,6:23:00,17:49:00
1.71E+09,4/10/2024 13:20,13:20:20,765.34,33.44,3.52,7.26,95.11,96.3,6:23:00,17:49:00
1.71E+09,4/10/2024 13:15,13:15:18,504.41,33.34,4.13,7.14,95.03,96.21,6:23:00,17:49:00
1.71E+09,4/10/2024 13:10,13:10:18,427.33,32.53,4.48,7.02,95.01,96.19,6:23:00,17:49:00
1.71E+09,4/10/2024 13:05,13:05:18,385.5,30.8,4.81,7.39,95,96.19,6:23:00,17:49:00
1.71E+09,4/10/2024 13:00,13:00:18,392.64,27.73,6.62,8.85,95.08,96.28,6:23:00,17:49:00
1.71E+09,4/10/2024 12:55,12:55:21,421.25,25.08,8.61,8.79,95.18,96.4,6:23:00,17:49:00
1.71E+09,4/10/2024 12:50,12:50:17,453.91,23.14,7.95,9.28,95.32,96.54,6:23:00,17:49:00
1.71E+09,4/10/2024 12:45,12:45:18,438.5,21.58,5.38,10.25,95.38,96.61,6:23:00,17:49:00
1.71E+09,4/10/2024 12:40,12:40:17,442.23,20.52,2.85,11.47,95.39,96.63,6:23:00,17:49:00
1.71E+09,4/10/2024 12:35,12:35:17,437.54,19.94,1.31,11.17,95.39,96.63,6:23:00,17:49:00
1.71E+09,4/10/2024 12:30,12:30:21,417.84,19.96,0.6,10.44,95.37,96.61,6:23:00,17:49:00
1.71E+09,4/10/2024 12:25,12:25:20,419.59,18.94,1.62,10.44,95.34,96.58,6:23:00,17:49:00
1.71E+09,4/10/2024 12:20,12:20:17,420.95,17.73,2.58,10.62,95.32,96.57,6:23:00,17:49:00
1.71E+09,4/10/2024 12:15,12:15:17,407.96,17.26,2.99,10.31,95.29,96.54,6:23:00,17:49:00
1.71E+09,4/10/2024 12:10,12:10:18,453.69,17.12,2.84,10.07,95.3,96.55,6:23:00,17:49:00
1.71E+09,4/10/2024 12:05,12:05:18,473.01,17.47,2.36,9.7,95.33,96.58,6:23:00,17:49:00
1.71E+09,4/11/2024 12:00,12:00:17,613.34,18.01,1.79,9.34,95.36,96.61,6:23:00,17:49:00
1.71E+09,4/11/2024 11:55,11:55:20,627.41,19.2,1.26,9.89,95.43,96.67,6:23:00,17:49:00
1.71E+09,4/11/2024 11:50,11:50:18,671.7,22.19,0.57,9.03,95.5,96.73,6:23:00,17:49:00
1.71E+09,4/11/2024 11:45,11:45:21,759.23,24.9,1.46,8.24,95.53,96.75,6:23:00,17:49:00
1.71E+09,4/11/2024 11:40,11:40:18,631.76,26.76,2.75,7.93,95.58,96.8,6:23:00,17:49:00
1.71E+09,4/11/2024 11:35,11:35:17,662.73,28.24,3.97,7.69,95.55,96.76,6:23:00,17:49:00
1.71E+09,4/11/2024 11:30,11:30:18,762.55,29.69,4.78,7.45,95.49,96.69,6:23:00,17:49:00
1.71E+09,4/11/2024 11:25,11:25:19,595.16,30.8,4.54,7.26,95.4,96.59,6:23:00,17:49:00
1.71E+09,4/11/2024 11:20,11:20:17,587.19,31.42,3.45,7.2,95.31,96.5,6:23:00,17:49:00
1.71E+09,4/11/2024 11:15,11:15:20,633.92,31.6,2.28,7.2,95.26,96.45,6:23:00,17:49:00
1.71E+09,4/11/2024 11:10,11:10:18,544.57,31.37,1.54,7.32,95.22,96.41,6:23:00,17:49:00
1.71E+09,4/11/2024 11:05,11:05:18,1410.52,30.61,1.78,7.57,95.22,96.41,6:23:00,17:49:00
1.71E+09,4/11/2024 11:00,11:00:20,533.65,28.37,2.93,10.07,95.21,96.41,6:23:00,17:49:00
1.71E+09,4/11/2024 10:55,10:55:17,975.63,24.42,4.54,11.29,95.27,96.49,6:23:00,17:49:00
1.71E+09,4/11/2024 10:50,10:50:18,919.41,22.63,5.58,10.56,95.34,96.57,6:23:00,17:49:00
1.71E+09,4/11/2024 10:45,10:45:18,696.09,21.4,5.47,10.62,95.4,96.64,6:23:00,17:49:00
1.71E+09,4/11/2024 10:40,10:40:20,877.95,20.2,4.62,10.93,95.37,96.61,6:23:00,17:49:00
1.71E+09,4/11/2024 10:35,10:35:18,671.04,19.27,3.54,11.23,95.33,96.57,6:23:00,17:49:00
1.71E+09,4/11/2024 10:30,10:30:21,589.98,18.79,1.99,11.35,95.32,96.56,6:23:00,17:49:00
1.71E+09,4/11/2024 10:25,10:25:20,989.57,18.97,1.46,11.11,95.35,96.59,6:23:00,17:49:00
1.71E+09,4/11/2024 10:20,10:20:17,566.57,18.42,2.69,11.05,95.35,96.59,6:23:00,17:49:00
1.71E+09,4/11/2024 10:15,10:15:18,696.91,17.99,3.81,10.74,95.33,96.57,6:23:00,17:49:00
1.71E+09,4/11/2024 10:10,10:10:18,587.12,17.41,4.17,10.31,95.34,96.59,6:23:00,17:49:00
1.71E+09,4/11/2024 10:05,10:05:18,903.16,16.58,4.31,9.89,95.32,96.57,6:23:00,17:49:00
1.71E+09,4/12/2024 10:00,10:00:18,541.01,15.87,4.45,9.52,95.35,96.61,6:23:00,17:49:00
1.71E+09,4/12/2024 9:55,9:55:18,1168.36,17.3,4.25,9.22,95.37,96.62,6:23:00,17:49:00
1.71E+09,4/12/2024 9:50,9:50:20,832.12,19.94,3.19,8.73,95.41,96.65,6:23:00,17:49:00
